,Path,Canonical,Transcript,Predict
136,110462,x i 1 y ang 2 j in 4 d ai 4 w en 2 m ing 2 d e 5 j ing 1 sh en 2 f ang 1 m ian 4 d e 5 d i 4 y i 1 t e 4 s e 4 sh i 4 k e 1 x ve 2,x i 1 y ang 2 j in 4 d ai 4 w en 2 m ing 2 d e 5 j ing 1 sh en 2 f ang 1 m ian 4 d e 5 d i 4 y i 1 t e 4 s e 4 sh i 4 k e 1 x ve 2,f i 4 zh d 4 g 4 d zh ing 4 sh eng 4 f m d 4 j i 4 c 4 s 4 sh i 4 k 4 sh 2
137,110463,k e 1 x ve 2 d e 5 g en 1 b en 3 j ing 1 sh en 2 z ai 4 y v 2 q iu 2 zh en 1 l i 3,k e 1 x ve 2 k e 1 x ve 2 d e 5 g en 1 b en 3 j ing 1 sh en 2 z ai 4 y v 2 q iu 2 zh en 1 l i 3,k e 4 sh k e 4 sh 4 d e 4 g 4 zh sh s v 4 4 zh 5
138,110464,r en 2 sh eng 1 sh i 4 j ian 1 sh ou 4 h uan 2 j ing 4 d e 5 b i 1 p o 4 sh ou 4 x i 2 g uan 4 d e 5 zh i 1 p ei 4,r en 2 sh eng 1 sh i 4 j ian 1 sh ou 4 h uan 2 j ing 4 d e 5 b i 1 p o 4 sh ou 4 x i 2 g uan 4 zh i 1 p ei 4,r 4 sh 4 sh i j 4 sh 4 h 4 j ing 4 d e 4 p b 4 sh 4 s i 4 g zh i 4 p 4
139,110465,sh ou 4 m i 2 x in 4 y v 3 ch eng 2 j ian 4 d e 5 j v 1 sh u 4,sh ou 4 m i 2 x in 4 y v 3 ch eng 2 j ian 4 d e 5 j v 1 sh u 4,sh u s v ch t d e zh i sh u 4
140,110466,zh i 3 y ou 3 zh en 1 l i 3 k e 3 y i 3 sh i 3 n i 3 z i 4 y ou 2 sh i 3 n i 3 q iang 2 y ou 3 l i 4,zh i 3 y ou 3 zh en 1 l i 3 k e 3 l i 3 k e 3 y i 3 sh i 3 n i 3 z i 4 y ou 2 sh i 3 n i 3 q iang 2 y ou 3 l i 4,j i 3 zh i 3 k 1 v k i v i sh iv 3 j i 3 sh 3 q 4 3 l i 4
141,110467,sh i 3 n i 3 c ong 1 m ing 2 sh eng 4 zh i 4,sh i 3 n i 3 c ong 1 m ing 2 sh eng 4 n i 3 sh eng 4 zh i 4,sh i 1 f ong 1 sh eng 1 sh eng q i 4
142,110468,zh i 3 y ou 3 zh en 1 l i 3 k e 3 y i 3 sh i 3 n i 3 d a 3 p o 4 n i 3 d e 5 h uan 2 j ing 4 l i 3 d e 5 y i 2 q ie 4 sh u 4 f u 4,zh i 3 y ou 3 zh en 1 l i 3 k e 3 y i 3 sh i 3 n a 4 n i 3 d e 5 p o 4 n i 3 d e 5 p o 5 n i 3 d e 5 h uan 2 j ing 4 l i 3 h uan 1 j ing 4 l i 3 d e 5 y i 2 q ie 4 sh u 4 f u 4,zh i 4 y 3 zh l i 3 k 3 y 3 sh i 4 3 d e 3 p 3 l 3 k 3 3 d 3 h 4 zh 4 an 4 zh 3 3 d 3 y i 3 q i 4 sh u h 4
143,110469,sh i 3 n i 3 k an 1 t ian 1 sh i 3 n i 3 s uo 1 d e 5 sh i 3 n i 3 t ian 1 b u 4 p a 4 d i 4 b u 2 p a 4,sh i 3 n i 3 k an 1 t ian 1 sh i 3 n i 3 s uo 1 d e 5 sh i 3 n i 3 t ian 1 b u 4 p a 4 d i 4 b u 2 p a 4,sh i i k 4 t ien 4 sh i 4 sh 4 d e sh i 4 q i u a j i 4 b u t 4
144,110470,t ang 2 t ang 2 d i 4 z uo 4 y i 2 g e 4 r en 2,t ang 2 t ang 2 d i 4 z uo 4 y i 2 k e 4 r en 2,t t d i u h i k 2
145,110471,q iu 2 zh i 1 sh i 4 r en 2 l ei 4 t ian 1 sh eng 1 d e 5 y i 4 zh ong 3 j ing 1 sh en 2 sh ang 4 d e 5 z ui 4 d a 4 y ao 1 q iu 2,q iu 2 zh i 1 sh i 4 r en 2 l ei 4 t ian 1 sh eng 1 d e 5 y i 4 zh ong 3 j ing 1 sh en 2 zh ang 3 d e 5 z ui 4 d a 4 y ao 1 q iu 2,iu 4 zh sh i 4 r 4 j 4 sh i d 4 b i 4 zh 4 zh ing 4 sh zh 4 4 d 4 d 4 r 4 q 2
146,110472,d ong 1 f ang 1 d e 5 j iu 4 w en 2 m ing 2 d ui 4 y v 2 zh e 4 g e 5 y ao 1 q iu 2 b u 2 d an 4 b u 4 x iang 3 m an 3 z u 2 t a 1,d ong 1 f ang 1 j iu 4 w en 2 m ing 2 d ui 4 y v 2 zh e 4 g e 5 y ao 1 q iu 2 b u 2 d an 4 b u 4 x iang 3 m an 3 z u 2 t a 1,d ong 4 f 4 zh 4 4 zh v v 4 zh i gk 4 y 4 ch 4 f u h d b u t sh 4 v m 4 4 t 1
147,110473,b ing 4 q ie 3 ch ang 2 x iang 3 c ai 2 zh i 4 t a 1 d uan 4 j ve 2 t a 1,b ing 4 q ie 3 ch ang 2 x iang 3 c ai 2 zh i 4 t a 1 d uan 4 j ve 2 t a 1,b 4 q v 4 ch sh 4 s ai 4 j i 4 t 4 zh zh v t 1
148,110474,s uo 3 y i 3 d ong 1 f ang 1 g u 3 sh eng 4 r en 2 q van 4 r en 2 y ao 4 w u 2 zh i 1,s uo 3 y i 3 d ong 1 f ang 1 g u 3 sh eng 4 r en 2 q van 4 r en 2 y ao 4 w u 2 sh i 4 w u 2 zh i 1,f 4 d ong 4 h u sh r ch 4 u sh b u 4 zh 1
149,110475,y ao 4 j ve 2 sh eng 4 q i 4 zh i 4 y ao 4 d uan 4 s i 1 w ei 2 y ao 4 b u 4 sh i 5 b u 4 zh i 1,y ao 4 y ao 4 j ve 2 sh eng 4 q i 4 zh i 4 y ao 4 d uan 4 s i 1 w ei 2 y ao 4 b u 4 sh i 5 b u 4 zh i 1,y 4 zh sh q i 4 zh iv 4 b b 4 s i 4 h 4 4 b u sh b u 4 zh 1
150,110476,sh un 4 d i 4 zh i 1 z e 2 zh e 4 sh i 4 w ei 4 n an 2 zh e 4 sh i 4 l an 3 d uo 4,zh un 3 zh un 3 d i 4 zh i 1 z e 2 zh e 4 sh i 4 zh i 1 w ei 4 n an 2 zh e 4 sh i 4 l an 3 d uo 4,zh 4 zh 2 j i zh i zh e zh sh i j i zh 4 sh i 4
151,110477,zh e 4 zh ong 3 w en 2 m ing 2 h uan 2 n eng 2 z i 4 k ua 1 k e 3 y i 3 m an 3 z u 2 x in 1 l ing 2 sh ang 4 d e 5 y ao 1 q iu 2 m a 5,zh e 4 zh ong 3 w en 2 m ing 2 h uan 2 n eng 2 e 5 z i 4 k ua 1 k e 3 y i 3 m an 3 z u 2 m an 3 z u 2 x in 1 l ing 2 sh ang 4 d e 5 y ao 1 q iu 2 m a 5,zh 4 zh 3 m 4 r 4 g 3 s i 4 g 4 k 3 y m 2 zh 4 zh 3 sh i 4 l 4 sh 4 d e 5 y e 4 zh 4 m 5
152,110478,d ong 1 f ang 1 d e 5 l an 3 d uo 4 sh eng 4 r en 2 sh uo 1 w u 2 sh eng 1 y e 3 y ou 3 y a 2 er 2 zh i 1 y e 3 w u 2 y a 2,d ong 1 f ang 1 d e 5 l an 3 d uo 4 sh eng 4 r en 2 sh uo 1 w u 2 sh eng 1 y a 2 y e 3 y ou 3 y a 2 er 2 zh i 1 y e 3 w u 2 a 5 w u 2 y a 2,d u 4 f f 4 d e 4 d 3 sh 3 r 3 u sh 4 y 3 3 y 4 4 zh y 3 5 u ou u 3 y 2
153,110479,y i 3 y ou 3 y a 2 zh u 2 w u 2 y a 2 d ai 4 y i 3 s uo 3 y i 3 t a 1 m en 5 y ao 4 r en 2 j ing 4 z uo 4 ch eng 2 x in 1,y i 3 y ou 3 y a 2 zh u 2 w u 2 y a 2 d ai 4 y i 3 s uo 3 y i 3 t a 1 m en 5 y ao 4 r en 2 j ing 4 z uo 4 ch eng 2 x in 1,y i 4 y 3 y 3 u 3 3 3 y 4 d 3 y 4 sh 3 3 t y 3 4 j 4 3 zh 3 1
154,110480,b u 4 s i 1 b u 4 l v 4 er 2 w u 4 l ai 2 sh un 4 y ing 4,b u 4 s i 1 b u 4 l u 4 er 2 w u 4 l ai 2 sh un 4 y ing 4,b u sh i 4 r u y 4 3 l sh 4
155,110481,zh e 4 sh i 4 z i 4 q i 1 q i 1 r en 2 d e 5 b an 1 y v 3 zh e 4 sh i 4 r en 2 l ei 4 d e 5 k ua 1 d a 4 k uang 2,zh e 4 sh i 4 z i 4 q i 1 q i 1 r en 2 d e 5 b an 1 y v 3 zh e 4 sh i 4 r en 2 l ei 4 d e 5 k ua 1 d a 4 k uang 2,zh i 4 sh i s i 4 t i j i v r 4 e v zh 4 sh i r ei 4 d 5 k 4 d 5 k 4
156,110482,zh en 1 l i 3 sh i 4 sh en 1 c ang 2 z ai 4 sh i 4 w u 4 zh i 1 zh ong 1 d e 5 n i 3 b u 4 q v 4 x vn 2 q iu 2 t an 4 t ao 3,zh en 1 zh en 1 l i 3 sh i 4 zh en 1 c ang 2 z ai 4 sh i 4 w u 4 zh i 1 zh ong 1 d e 5 n i 3 b u 4 q v 4 q v 4 zh ui 1 q iu 2 t an 4 t ao 3,zh zh i sh i i 4 zh i 4 s ai 4 sh i 4 zh i zh d i 4 b i 4 s i 4 zh 4 t 4 zh 5
157,110483,t a 1 j ve 2 b u 2 h ui 4 l ou 4 m ian 4,t a 1 j ve 2 b u 2 h ui 4 l ou 4 m ian 4,t a 1 q f u h u u 4
158,110484,k e 1 x ve 2 d e 5 w en 2 m ing 2 j iao 1 r en 2 x vn 4 l ian 4 w o 3 m en 5 d e 5 g uan 1 n eng 2 zh i 4 h ui 4,k e 1 x ve 2 d e 5 w en 2 m ing 2 j iao 1 r en 2 x vn 4 l ian 4 w o 3 m en 5 d e 5 g uan 1 n eng 2 zh i 4 h ui 4,k e 4 sh 4 d 4 zh r sh 4 4 4 m 3 4 d g j 4 h 4
159,110485,y i 4 d ian 3 y i 4 d i 1 d e 5 q v 4 x vn 2 q iu 2 zh en 1 l i 3 y i 4 s i 1 y i 4 h ao 2 b u 2 f ang 4 g uo 4,y i 4 d ian 3 y i 4 d i 1 d e 5 q v 4 x vn 2 q iu 2 zh en 1 l i 3 y i 4 s i 1 y i 4 h ao 2 b u 2 f ang 4 g uo 4,4 i 4 i 4 d e i 4 4 ch zh 4 i i 4 h f 4
160,110486,y i 4 zh u 1 y i 1 l iang 3 d i 4 j i 1 q i 3 l ai 2,y i 4 zh u 1 y i 1 l iang 3 d i 4 j i 1 q i 3 l ai 2,y i 4 y vu 4 y i d j i q i l 2
161,110487,zh e 4 sh i 4 q iu 2 zh en 1 l i 3 d e 5 w ei 2 y i 1 f a 3 m en 2,zh e 4 sh i 4 q iu 2 zh en 1 l i 3 d e 5 w ei 2 y i 1 f a 3 m en 2,zh i 4 sh i ch 4 zh b v 4 d 4 u 4 v ff 4
162,110488,z i 4 r an 2 sh i 4 y i 2 g e 4 z ui 4 j iao 3 h ua 2 d e 5 y ao 1 m o 2,z i 4 r an 2 sh i 4 y i 2 g e 4 z ui 4 j iao 3 h ua 2 d e 5 y ao 1 m o 2,i sh i 4 y i 4 g 4 q 4 h 4 y ao 4 u 4
163,110489,zh i 3 y ou 3 q iao 1 d a 3 k e 3 y i 3 b i 1 t a 1 t u 3 l u 4 zh en 1 q ing 2,zh i 3 y ou 3 q iao 1 d a 3 k e 3 y i 3 b i 1 t a 1 t u 3 t u 3 l u 4 a 5 zh en 1 q ing 2,j i 4 v 3 q 3 d 3 k v 3 p v 3 t 3 zh f u 3 r u 3 zh 2 4
164,110490,b u 4 s i 1 b u 4 l v 4 d e 5 l an 3 r en 2 zh i 3 h ao 3 y ong 3 y van 3 z uo 4 y v 2 m ei 4 d e 5 r en 2,b u 4 s i 1 b u 4 l u 4 d e 5 l an 3 r en 2 zh i 3 h ao 3 y ong 3 y van 3 z uo 4 y v 2 m ei 4 d e 5 r en 2,u sh i 3 u 3 u 3 d 5 3 zh i 3 h 3 vn 4 v zh uo 5 v v 4 ei 3 d e 4
165,110491,y ong 3 y van 3 z ou 3 b u 4 j in 4 zh en 1 l i 3 zh i 1 m en 2,y ong 3 y van 3 z uo 4 b u 4 j in 4 zh en 1 l i 3 zh i 1 m en 2,y y 1 u 4 b u 3 j zh 4 4 q i 2 2
166,110492,d ong 1 f ang 1 d e 5 l an 3 r en 2 y ou 4 sh uo 1 zh en 1 l i 3 sh i 4 w u 2 q iong 2 j in 4 d e 5,d ong 1 f ang 1 d e 5 l an 3 r en 2 y ou 4 sh uo 1 zh en 1 l i 3 sh i 4 w u 2 ch eng 2 w u 2 q iong 2 j in 4 d e 5,d ong 4 f ong d e 4 2 4 sh uo 4 zh en 4 sh i 4 ch 4 4 c 4 j ing 4 e 5
167,110493,r en 2 d e 5 q iu 2 zh i 1 d e 5 y v 4 w ang 4 r u 2 h e 2 n eng 2 m an 3 z u 2 n i 2 ch eng 2 r an 2,r en 2 d e 5 q iu 2 zh i 1 d e 5 y v 4 w ang 4 r u 2 h e 2 n eng 2 m an 3 m an 3 z u 2 n i 2 ch eng 2 r an 2,r 4 d 4 ch 4 zh 4 d 4 y v 4 2 r u 4 h e 4 m 4 4 4 ch eng r 2
168,110494,zh en 1 l i 3 sh i 4 f a 1 x ian 4 b u 4 w an 2 d e 5,zh en 1 l i 4 zh en 1 l i 3 sh i 4 f a 1 x ian 4 f a 1 x ian 4 b u 4 w an 2 d e 5,zh en 4 n 4 zh en l i sh i 4 4 sh i en f 4 s i b u w 2 d 5
169,110495,d an 4 k e 1 x ve 2 j ve 2 b u 4 y in 1 c i 3 er 2 t ui 4 s uo 1,d an 4 k e 1 x ve 2 j ve 2 b u 4 y in 1 y in 1 c i 3 er 2 e 5 t ui 4 s uo 1,d 4 kf 4 sh i 4 zh 4 bu y in 4 s i er 4 ch u 4 sh 1
170,110496,k e 1 x ve 2 j ia 1 m ing 2 zh i 1 zh en 1 l i 3 w u 2 q iong 2 zh i 1 sh i 5 w u 2 q iong 2,k e 1 x ve 2 j ia 1 m ing 2 zh i 1 zh en 1 l i 3 w u 2 x i 4 w u 2 q iong 2 zh i 1 sh i 5 w u 2 q iong 2,k e s i 4 m zh i 4 zh i 5 i sh i z 4 j i sh i 4 ch 2
171,110497,d an 4 t a 1 m en 5 r eng 2 r an 2 y ou 3 t a 1 m en 5 d e 5 m an 3 z u 2 j in 4 y i 2 c un 4 y ou 3 y i 2 c un 4 d e 5 y v 2 k uai 4,d an 4 t a 1 m en 5 r ang 4 r an 2 y ou 3 t a 1 m en 5 d e 5 m an 3 z u 2 j in 4 y i 2 c un 4 y ou 3 y i 2 c un 4 d e 5 y v 2 k uai 4,d 4 zh 4 g 3 y v 3 t m 4 d 4 sh 3 3 zh 3 i 3 y i 4 s d y v 4 g 4
172,110498,j in 4 y i 4 ch i 3 y ou 3 y i 4 ch i 3 d e 5 m an 3 z u 2,j in 4 y i 4 j in 4 y i 4 ch i 3 y ou 3 y i 4 sh i 3 d e 5 m an 3 z u 2,j i 4 j i v ch i v v sh v d 4 2
173,110499,er 4 q ian 1 d uo 1 n ian 2 q ian 2 y i 2 g e 4 x i 1 l a 4 zh e 2 r en 2 s i 1 s uo 3 y i 2 g e 4 n an 2 t i 2,er 4 q ian 1 d uo 1 n ian 2 q ian 2 y i 2 g e 4 s i 1 x i 1 l a 4 zh e 2 r en 2 x i 1 l a 4 zh e 2 r en 2 s i 1 s uo 3 sh i 4 g e 4 n an 2 t i 2,er 4 zh d 2 zh 2 y i 4 g 4 sh i s i 4 l 4 zh i 5 y 4 z i ai r r 2 sh i 4 sh 3 sh i 4 g e 2 l m an 5 zh i 2
174,110500,x iang 3 b u 4 ch u 1 d ao 4 l i 3 l ai 2 y ou 3 y i 4 t ian 1 t a 1 t iao 4 j in 4 y v 4 p en 2 q v 4 x i 3 z ao 3,x iang 3 b u 4 ch u 1 d ao 4 l i 3 l ai 2 y ou 3 y i 4 t ian 1 t a 1 t iao 4 j in 4 y v 4 p en 2 q v 4 x i 3 z ao 3,4 b u zh u d 3 v v i i 4 j 4 j 3 zh i 4 v 4 p q v i 4 3
175,110501,sh ui 3 zh ang 3 q i 3 l ai 2 t a 1 h u 1 r an 2 m ing 2 b ai 5 l e 5 t a 1 g ao 1 x ing 4 j i 2 l e 5,sh ui 3 zh ang 3 q i 3 l ai 2 t a 1 h ui 4 r an 2 m ing 2 r an 2 m ing 2 b ai 5 l e 5 t a 1 g ao 1 x ing 4 t a 1 g ao 1 x ing 4 j i 2 l e 5,sh en 4 ch i l 5 t e 4 h ui r 4 m 4 g en m 4 b ai t 4 g e 4 sh i d e 4 g e 4 sh 4 zh i d 5
176,110502,ch i 4 l uo 3 l uo 3 d i 4 p ao 3 ch u 1 m en 2 q v 4 z ai 4 j ie 1 sh ang 4 l uan 4 r ang 3 d ao 4,ch i 4 l uo 4 l uo 4 d i 4 p ao 3 ch u 1 m en 2 l ai 2 ch u 1 m en 2 q v 4 z ai 4 j ie 1 sh ang 4 l uan 4 r ang 4 d ao 4,zh i v 4 j i 3 p 3 zh 2 m e 5 un 2 zh i 4 ai j 4 zh r an 4 d 4
177,110503,w o 3 x vn 2 zh e 5 l e 5 w o 3 x vn 2 zh e 5 l e 5,w o 3 x vn 2 zh e 5 w o 3 l e 5 w o 3 x vn 2 zh e 5 l e 5,u sh u 4 zh u sh 4 zh e m 5
178,110504,zh e 4 sh i 4 k e 1 x ve 2 j ia 1 d e 5 m an 3 z u 2,zh e 4 sh i 4 k e 1 x ve 2 j ia 1 k e 4 m an 3 z u 2,zh 4 sh i 4 h u sh i zh 4 m sh u 2
179,110505,y i 4 d ian 3 y i 4 d i 1 d u 1 sh i 4 j in 4 b u 4 y i 2 b u 4 y i 2 b u 4 d u 1 k e 3 y i 3 ch ou 2 ch u 2 m an 3 zh i 4,y i 4 d ian 3 y i 4 d i 1 d ou 1 sh i 4 j in 4 b u 4 y i 2 b u 4 y i 2 b u 4 y i 2 b u 4 e 5 d ou 1 k e 3 y i 3 ch ou 2 ch u 2 m an 3 m an 3 zh i 4,y in 4 4 y i 4 j i 4 d 4 sh i 4 zh ing 4 b u y i 4 b u 4 b u 4 u d ou 4 k i zh ou 4 u m 4 m 2 i 4
180,110506,zh e 4 l i 3 zh eng 4 sh i 4 d ong 1 x i 1 w en 2 h ua 4 d e 5 y i 2 g e 4 g en 1 b en 3 b u 4 t ong 2 zh i 1 d ian 3,zh e 4 l i 3 zh eng 4 sh i 4 d ong 1 z i 1 w en 2 w en 2 h ua 4 d e 5 y i 2 g e 4 g en 1 b en 3 a 5 b u 4 t ong 2 zh i 1 d ian 3,zh 4 4 zh 4 sh sh i b ong i 4 4 g 4 4 d 4 g 4 k eng 4 4 b 4 zh 4 zh i 4 zh 5
181,110507,y i 4 b ian 1 sh i 4 z i 4 b ao 4 z i 4 q i 4 d e 5 b u 4 s i 1 b u 4 l v 4,y i 4 b ian 1 sh i 4 z i 4 b ao 4 z i 4 q i 4 d e 5 b u 4 s i 1 b u 4 l u 4,y i 4 b 1 sh i 4 s i 4 d 4 i 4 q i 4 d 4 u 4 s i 4 u l 4
182,110508,y i 4 b ian 1 sh i 4 j i 4 x v 4 b u 2 d uan 4 d e 5 x vn 2 q iu 2 zh en 1 l i 3,y i 4 b ian 1 sh i 4 j i 4 x v 4 b u 2 d uan 4 d e 5 x vn 2 q iu 2 zh en 1 l i 3,i 4 4 sh i 4 zh i s i b u b d sh ong q i zh e i 5
183,110509,p eng 2 y ou 5 m en 5,p eng 2 y ou 5 m en 5,u 5
184,110510,q i 2 c i 4,q i 2 c i 4,i 4
185,110511,w o 3 m en 5 q ie 3 k an 4 k an 5 r en 2 l ei 4 d e 5 q ing 2 g an 3 y v 3 x iang 3 x iang 4 l i 4 sh ang 4 d e 5 y ao 1 q iu 2,w o 3 m en 5 q ie 3 k an 4 k an 5 r en 2 l ei 4 d e 5 q ing 2 g an 3 y v 3 y v 3 x iang 3 x iang 3 x iang 4 l i 4 l i 4 sh ang 4 d e 5 y ao 1 q iu 2,w 3 z 4 k 4 k 4 d 5 z 4 g 3 4 y v sh i g e v sh 4 4 sh 4 i sh 3 d 4 2
186,110512,w en 2 y i 4 m ei 3 sh u 4 w o 3 m en 5 k e 3 y i 3 b u 4 t an 2 y in 1 w ei 4 d ong 1 f ang 1 d e 5 r en 2,w en 2 y i 4 m ei 3 sh u 4 w o 3 m en 5 k e 3 y i 3 b u 4 t an 2 y in 1 w ei 4 d ong 1 f ang 1 d e 5 r en 2,u i sh u 3 u 3 k i u 4 t g ing d ong 4 f ang d 2
187,110513,f an 2 sh i 4 n eng 2 zh eng 1 k ai 1 y an 3 j ing 5 k an 4 sh i 4 j ie 4 d e 5,f an 2 sh i 4 n eng 2 zh eng 1 k ai 1 y an 3 j ing 5 k an 4 zh i 1 zh i 1 e 5 sh i 4 j i 1 d e 5,f an 4 sh i 4 zh k zh ing k zh iv 4 j i 4 d e sh i 4 j i 4 d e 5
188,110514,w o 3 m en 5 l ai 2 t an 2 t an 2 d ao 4 d e 2 y v 3 z ong 1 j iao 4 b a 4,w o 3 m en 5 l ai 2 t an 2 t an 2 d ao 4 d e 2 y v 3 d e 5 z ong 1 j iao 4 b a 4,m 3 4 t 4 t d 4 d v 4 t b 4
189,110515,j in 4 sh i 4 w en 2 m ing 2 z ai 4 b iao 3 m ian 4 sh ang 4 h uan 2 b u 4 c eng 2 h e 2 j iu 4 z ong 1 j iao 4 t uo 1 l i 2 g uan 1 x i 4,j in 4 sh i 4 w en 2 m ing 2 z ai 4 b iao 3 m ian 4 sh ang 4 h uan 2 b u 4 s eng 1 h e 2 j iu 4 z ong 1 j iao 4 t uo 1 j iao 4 t uo 1 l i 2 g uan 1 x i 4,zh sh i m 4 z ai 4 b 4 4 h 4 b u 4 sh 4 h e 4 j 4 zh 4 zh e zh 4 e 4 zh 4 i g 4 s i 4
190,110516,k e 1 x ve 2 d e 5 f a 1 d a 2 t i 2 g ao 1 l e 5 r en 2 l ei 4 d e 5 zh i 1 sh i 5,k e 1 x ve 2 d e 5 f a 1 d a 2 t i 2 g ao 1 l e 5 r en 2 l ei 4 d e 5 zh i 1 sh i 5,k e 4 sh i 4 d e 4 f d t i 4 k e ei 4 d j i sh 5
191,110517,sh i 3 r en 2 m en 5 q iu 2 zh i 1 d e 5 f ang 1 f a 3 g eng 1 j ing 1 m i 4 l e 5,sh i 3 r en 2 m en 5 q iu 2 zh i 1 d e 5 f ang 1 f a 3 g eng 1 j ing 1 m i 4 l e 5,sh i r q 4 zh i 4 d 4 f ang 4 f 4 k 2 q i 5
192,110518,p ing 2 p an 4 d e 5 n eng 2 l i 4 y e 3 g eng 1 j in 4 b u 4 l e 5,p ing 2 p an 4 d e 5 n eng 2 l i 4 y e 3 g eng 1 j in 4 b u 4 l e 5,p ing b k i u 5
193,110519,s uo 3 y i 3 j iu 4 z ong 1 j iao 4 d e 5 m i 2 x in 4 b u 4 f en 5 j ian 4 j ian 4 b ei 4 t ao 2 t ai 4 d ao 4 z ui 4 d i 1 x ian 4 d u 4,s uo 3 y i 3 j iu 4 z ong 1 j iao 4 d e 5 m i 2 x in 4 b u 4 f en 5 j ian 4 j ian 4 b ei 4 t ao 2 t ai 4 d ao 4 z ui 4 d i 1 x ian 4 d u 4,4 zh i zh d 2 s i b u zh zh b ei 4 zh 4 t 4 i 4 j i x 4 zh 4
194,110520,s uo 3 y i 3 zh e 4 g e 5 x in 1 z ong 1 j iao 4 d e 5 d i 4 y i 1 t e 4 s e 4 sh i 4 t a 1 d e 5 l i 3 zh i 4 h ua 4,s uo 3 y i 3 zh e 4 g e 5 x in 1 z ong 1 j iao 4 d e 5 d i 4 d i 4 y i 1 t e 4 e 5 t e 4 s e 4 t e 4 s e 4 sh i 4 t a 1 d e 5 l i 3 zh i 4 h ua 4,s e 4 zh g e sh i 4 zh zh 4 d j v 4 j i 4 c 5 sh i zh i s e 4 zh e ie sh i 5 t 5 v 4 zh i 4 4
195,110521,j in 4 sh i 4 w en 2 m ing 2 zh ang 4 zh e 5 k e 1 x ve 2 d e 5 w u 3 q i 4 k ai 1 p i 4 l e 5 x v 3 d uo 1 x in 1 sh i 4 j ie 4,j in 4 sh i 4 w en 2 m ing 2 zh ang 4 zh e 5 k e 1 x ve 2 d e 5 w u 3 q i 4 w u 3 q i 4 k ai 1 p i 4 l e 5 x v 3 d uo 1 x in 1 sh i 4 j ie 4,zh 4 sh i 4 w 4 zh zh e 5 k e 4 sh e 5 d e 5 w u 3 ch i u 4 j i 4 k ai 4 p i 4 5 sh i 4 g 3 sh 4 sh i 4 zh i 4
196,110522,f a 1 x ian 4 l e 5 w u 2 sh u 4 x in 1 zh en 1 l i 3 zh eng 1 f u 2 l e 5 z i 4 r an 2 j ie 4 d e 5 w u 2 sh u 4 sh i 4 l i 4,f a 1 x ian 4 l e 5 w u 2 sh u 4 x in 1 zh en 1 l i 3 zh eng 1 f u 2 l e 5 z i 4 r an 2 j ie 4 d e 5 w u 2 sh u 4 sh i 4 l i 4,f 4 s i e 5 sh u x 4 zh 4 zh 4 f 3l 5 g s i 4 zh i 4 d e 4 sh u 4 sh i l i 4
197,110523,j iao 4 d ian 4 q i 4 g an 3 ch e 1 j iao 4 y i 3 t ai 4 s ong 4 x in 4,j iao 4 d ian 4 q i 4 g an 3 ch e 1 j iao 4 y i 3 t ai 4 s ong 4 x in 4,j j 1 t 4 g 4 zh 3 j i t ai x i 4
198,110524,zh en 1 g e 4 z uo 4 ch u 1 zh ong 3 zh ong 3 d ong 4 d e 5 x ian 1 t ian 1 d e 5 d a 4 sh i 4 y e 4 l ai 2,zh en 1 g e 4 z uo 4 ch u 1 zh ong 3 zh ong 3 d ong 4 d e 5 e 1 x ian 1 t ian 1 d e 5 d a 4 sh i 4 y e 4 l ai 2,zh 4 k 4 u zh 4 zh 4 u d e s 4 q d 4 d 4 sh i 2
199,110525,j ian 4 j ian 4 b a 3 x iang 4 l ai 2,j ian 4 j ian 4 b a 3 x iang 4 l ai 2,j iu 1 j iu sh 2
200,110526,x in 4 t ian 1 an 1 m ing 4 d e 5 x in 1 l i 3 b ian 4 ch eng 2 x in 4 r en 4 r en 2 l ei 4 z i 4 j i 3 d e 5 x in 1 l i 3,x in 4 t ian 1 an 1 m ing 4 d e 5 x in 1 l i 3 b ian 4 ch eng 2 x in 4 r en 4 r en 2 l ei 4 z i 4 j i 3 d e 5 x in 1 l i 3,s i 4 j 4 ai d s i ing b 4 zh 4 s i 3 ei i 3 j i 4 d 4 s i 4 3
201,110527,s uo 3 y i 3 zh e 4 g e 5 x in 1 z ong 1 j iao 4 d e 5 d i 4 er 4 t e 4 s e 4 sh i 4 t a 1 d e 5 r en 2 h ua 4,s uo 3 y i 3 zh e 4 g e 5 x in 1 z ong 1 j iao 4 d e 5 d i 4 er 4 d e 5 t e 4 s e 4 sh i 4 t a 1 d e 5 r en 2 h ua 4,sh 3 4 zh i 4 e 5 sh zh zh zh e 3 d j i g 4 d e 4 z ie 4 s i 3 zh i 4 t 4 d 4 r 4 h 4
202,110528,zh i 4 sh i 5 d e 5 f a 1 d a 2 b u 2 d an 4 t ai 2 g ao 1 l e 5 r en 2 d e 5 n eng 2 l i 4,zh i 4 sh i 5 d e 5 f a 1 d a 2 b u 2 d an 4 t ai 2 g ao 1 l e 5 r en 2 d e 5 n eng 2 l i 4,q iv sh i 4 d 4 f 4 d 4 b u 4 d d g 4 d i 5 m 4 l i 4
