,Path,Canonical,Transcript
1209,NDBA_7_NAM_S0010_27,tS O_X Nm _1 x u _1 r M N _2 n O _6a k a k _5b k O n _1 v 7_X t _6b d e w _2 b 7_X n _6a r o n _6a h a_X N _2 N a_X j _2 ts_ i m _1 G O _4 x wp ie n _5a G O _4 r O _4 d M7 k _6b d u kp _6b ts_ M7 _4 b e J _6a ts_ O _1 k 7_X j _1,tS O_X Nm _1 x u _1 r M N _2 n O _6a k a k _5b k O n _1 v 7_X t _6b d e w _2 b 7_X n _6a r o n _6a h a_X N _2 N a_X j _2 ts_ i m _1 G O _4 x wp ie n _5a G O _4 r O _4 d M7 k _6b d u kp _6b ts_ M7 _4 b e J _6a ts_ O _1 k 7_X j _1
1210,CPT_Nu_6_S0004_18,n O _5a l uo n _1 l ie m _5a ts_ 7_X n _1 l ie m _5a k o _3 v a _2 J i n _2 k O n _1 r 7_X t _5b t_h 7_X n _1 t_h ie n _6a,n O _5a l uo n _1 l ie m _5a ts_ 7_X n _1 l ie m _5a k o _3 v a _2 J i n _2 k O n _1 r 7_X t _5b t_h 7_X n _1 t_h ie n _6a
1211,NNM_Nu_6_S00045_39,k O _5a b a _1 E_X J _1 E m _1 l 7 n _6a,k O _5a b a _1 E_X J _1 E m _1 l 7 n _6a
1212,NT_7_NAM_S0009_2,v e _2 S a_X w _1 J ie w _2 N M7 j _2 v e _2 d o Nm _2 b a_X N _2 v a _2 v E n _1 b ie n _3 S i J _1 S o Nm _5a,v e _2 S a_X w _1 J ie w _2 N M7 j _2 v e _2 d o Nm _2 b a_X N _2 v a _2 v E n _1 b ie n _3 S i J _1 S o Nm _5a
1213,ĐNL_Nu_6_S0007_24,t_h E w _1 b a n _6a b o Nm _1 h o Nm _2 d M7 k _6b t_h a _3 h a t _6b n a_X N _5a a n _1 u j _3 h a_X j _1 r u t _5b h a t _6b l a _5a k 7_X j _1 n a_X j _3 m 7_X m _2,t_h E w _1 b a n _6a b o Nm _1 h o Nm _2 d M7 k _6b t_h a _3 h a t _6b n a_X N _5a a n _1 u j _3 h a_X j _1 r u t _5b h a t _6b l a _5a k 7_X j _1 n a_X j _3 m 7_X m _2
1214,CNBA_Nu_6_S0003_260,t 7 _5a k a m _3 7 n _1 b a n _6a v i _2 k 7_X w _1 ts_ wp ie n _6a b a w _3 a n _1 J E _5a,t 7 _5a k a m _3 7 n _1 b a n _6a v i _2 k 7_X w _1 ts_ wp ie n _6a b a w _3 a n _1 J E _5a
1215,NNM_Nu_6_S00045_138,l M7 _2 v a _2 N M7 _6a,l M7 _2 v a _2 N M7 _6a
1216,TTT_Nu_6_S00049_27,k O _5a m a _5a b E _5a l e _1 ts_ a _3 S 7 _6a n M7 _4,k O _5a m a _5a b E _5a l e _1 ts_ a _3 S 7 _6a l M7 _4
1217,TTMK_7_NU_S0044_19,b 7_X j _1 dZ 7 _2 t 7 _5a m 7 j _2 b a n _6a h 7_X n _1 tS a _3 l 7 j _2 b M k _5b tS E_X J _1 S o _5a b o n _5a,b 7_X j _1 dZ 7 _2 t 7 _5a m 7 j _2 b a n _6a h 7_X n _1 tS a _3 l 7 j _2 b M k _5b tS E_X J _1 S o _5a b o n _5a
1218,NMA_7_NU_S0002_11,ts_ u _5a h M7 w _1 k a w _1 J 7_X t _5b t 7 j _5a G 7_X n _2 S a_X w _5a m E t _5b,ts_ u _5a h M7 w _1 k a w _1 J 7_X t _5b t 7 j _5a G 7_X n _2 S a_X w _5a m E t _5b
1219,TQA_7_NAM_S0045_248,d M N _5a J i n _2 m e J _1 m o Nm _1,d M N _5a J i n _2 m e J _1 m o Nm _1
1220,TQA_7_NAM_S0045_228,ts_ i J _5a l a _2 ts_ i m _1 k u _5a m E w _2,ts_ i J _5a l a _2 ts_ i m _1 k u _5a m E w _2
1221,MK_7_NU_S0007_52,m uo _2 d o Nm _1 J ie w _2 m M7 _1 m uo _2 h E _2 J ie w _2 n a_X N _5a,m uo _2 d o Nm _1 J ie w _2 m M7 _1 m uo _2 h E _2 J ie w _2 n a_X N _5a
1222,PTT_7_NU_S0041_140,t 7 _5a ts_ O n _6a i _5a a _1 t ie N _5a t a_X m _2 a_X n _1 z 7_X w _1,t 7 _5a ts_ O n _6a i _5a a _1 t ie N _5a t a_X m _2 a_X n _1 z 7_X w _1
1223,NMA_7_NU_S0002_18,r M N _2 l a _2 dZ i _2 ts_ M7 _3 b ie t _5b,r M N _2 l a _2 dZ i _2 ts_ M7 _3 b ie t _5b
1224,ĐNK_7_NU_S0048_139,ts_ i _1 7 j _1 k 7_X w _6a d O_X kp _6b ts_ O _1 t 7 _5a N E _1 b a j _2 n a_X j _2 J E _5a,ts_ i _1 7 j _1 k 7_X w _6a d O_X kp _6b ts_ O _1 t 7 _5a N E _1 b a j _2 n a_X j _2 J E _5a
1225,CPT_Nu_6_S0004_90,n a N _2 t ie n _1 k a _5a k O _5a t 7_X t _5b k a _3 k a k _5b t_h M _5a n a N _2 m uo n _5a,n a N _2 t ie n _1 k a _5a k O _5a t 7_X t _5b k a _3 k a k _5b t_h M _5a n a N _2 m uo n _5a
1226,TPA_Nu_6_S0009_141,t_h 7_X j _5a k o _1 u t _5b t_h 7_X t _6b t i J _2 t_h M7 N _1 m E _6a a j _1 a j _1 k u Nm _4 k wp i _5a m e n _5a k o _1,t_h 7_X j _5a k o _1 u t _5b t_h 7_X t _6b t i J _2 t_h M7 N _1 m E _6a a j _1 a j _1 k u Nm _4 k wp i _5a m e n _5a k o _1
1227,GQM_Nam_6_S0006_66,t 7 _5a d i _1 b ie n _3 J a _1 tS a N _1,t 7 _5a d i _1 b ie n _3 J a _1 tS a N _1
1228,TTMK_7_NU_S0044_129,b e _1 J M N _4 t ie N _5a ts_ i m _1 r i w _5a r i t _5b k 7_X t _5b k wp E_X J _1 k wp E_X J _1 J a _2,b e _1 J M N _4 t ie N _5a ts_ i m _1 r i w _5a r i t _5b k 7_X t _5b k wp E_X J _1 k wp E_X J _1 J a _2
1229,TTT_Nu_6_S00049_83,b a n _6a t_h 7_X j _5a t 7 _5a k e _3 ts_ wp ie n _6a k O _5a h a_X j _1 x o Nm _1,b a n _6a t_h 7_X j _5a t 7 _5a k e _3 ts_ wp ie n _6a k O _5a h a_X j _1 x o Nm _1
1230,ĐNK_7_NU_S0048_177,b a k _5b b o _2 n o Nm _1 d M N _5a i m _1 J M _1 t M7 N _6a d a _5a,b a k _5b b o _2 n o Nm _1 d M N _5a i m _1 J M _1 t M7 N _6a d a _5a
1231,NMA_7_NU_S0002_118,b O_X Nm _5a S M N _2 tS 7_X w _1 z M7 j _5a E_X J _5a ts_ ie w _2 k E w _5a z a j _2 l a n _1 r o Nm _6a l a n _1 r o Nm _6a dZ M7 _4 d o Nm _2 ie n _1 l a_X N _6a,b O_X Nm _5a s M N _2 tS 7_X w _1 z M7 j _5a E_X J _5a ts_ ie w _2 k E w _5a z a j _2 l a n _1 r o Nm _6a l a n _1 r o Nm _6a dZ M7 _4 d o Nm _2 ie n _1 l a_X N _6a
1232,CNBA_Nu_6_S0003_142,k a _5a m 7_X p _6b a p _5b S a t _5b k a _5a m a_X N _1,k a _5a m 7_X p _6b a p _5b s a t _5b k a _5a m a_X N _1
1233,TQA_7_NAM_S0045_203,m a _2 x o Nm _1 k 7_X n _2 b ie t _5b b o Nm _1 h wp a _1 d a N _1 tS 7 _3 n e n _1 d 7_X t _5b d E p _6b,m a _2 x o Nm _1 k 7_X n _2 b ie t _5b b o Nm _1 h wp a _1 d a N _1 tS 7 _3 n e n _1 d 7_X t _5b d E p _6b
1234,PTT_7_NU_S0041_95,N E _1 J M _1 m M7 _1 r a w _2,N E _1 J M _1 m M7 _1 r a w _2
1235,ĐNK_7_NU_S0048_140,d M7 k _6b t_h o j _1,d M7 k _6b t_h o j _1
1236,PC_7_NAM_S0004_56,t 7 _5a d a _4 x o Nm _1 S a_X n _1 b a_X n _5a ts_ u Nm _5a,t 7 _5a d a _4 x o Nm _1 s a_X n _1 b a_X n _5a ts_ u Nm _5a
1237,CNBA_Nu_6_S0003_125,S a N _5a S a N _5a m E _6a z 7_X n _4 ts_ u _5a d i _1 k ie m _5a a_X n _1 m o t _6b h o m _1 m M7 _1 t O _1 dZ O _5a l 7 n _5a k a _5a m a_X N _1 l a k _6b m E _6a,s a N _5a s a N _5a m E _6a z 7_X n _4 ts_ u _5a d i _1 k ie m _5a a_X n _1 m o t _6b h o m _1 m M7 _1 t O _1 dZ O _5a l 7 n _5a k a _5a m a_X N _1 l a k _6b m E _6a
1238,NDBA_7_NAM_S0010_43,t 7 _5a b ie t _5b k O n _1 x i _3 b ie w _3 z ie n _4,t 7 _5a b ie t _5b k O n _1 x i _3 b ie w _3 z ie n _4
1239,THA_Nu_6_S00042_10,J a _2 S E _3 k O _5a J M N _4 a j _1,J a _2 S E _4 k O _5a J M N _4 a j _1
1240,CPT_Nu_6_S0004_50,t 7 _5a v 7 j _5a k 7_X w _6a d O_X kp _6b t ie p _5b d i _1,t 7 _5a v 7 j _5a k 7_X w _6a d O_X kp _6b t ie p _5b d i _1
1241,CNBA_Nu_6_S0003_42,h wp a N _2 t M _3 n O j _5a,h wp a N _2 t M _3 n O j _5a
1242,NT_7_NAM_S0009_66,l M7 _2 d i k _6b ts_ u _5a x i _3 x o n _1 N wp a n _1,l M7 _2 d i k _6b ts_ u _5a x i _3 x o n _1 N wp a n _1
1243,ĐNK_7_NU_S0048_246,M _2 t 7 _5a x o Nm _1 b a_X t _5b ts_ i m _1 d 7_X w _1,M _2 t 7 _5a x o Nm _1 b a_X t _5b ts_ i m _1 d 7_X w _1
1244,TQA_7_NAM_S0045_218,h 7_X n _1 k 7_X w _6a tS a _3 l 7 j _2 dZ u p _5b t 7 _5a,h 7_X n _1 k 7_X w _6a tS a _3 l 7 j _2 dZ u p _5b t 7 _5a
1245,PTT_7_NU_S0041_121,f 7_X n _2 d O_X kp _6b h ie w _3 J E _5a,f 7_X n _2 d O_X kp _6b h ie w _3 J E _5a
1246,TQA_7_NAM_S0045_86,t 7 _5a S a_X p _5b s e p _5b J M _1 S a_X w _1,t 7 _5a S a_X p _5b s e p _5b J M _1 S a_X w _1
1247,TTD_7_NAM_S0001_11,t i m _2 k a k _5b t M _2 ts_ i _3 d a_X k _6b d ie m _3 tS O_X Nm _1 J M N _4 k 7_X w _1 S a_X w _1,t i m _2 k a k _5b t M _2 ts_ i _3 d a_X k _6b d ie m _3 tS O_X Nm _1 J M N _4 k 7_X w _1 s a_X w _1
1248,THA_Nu_6_S00042_197,m a _5a 7 _3 t_h i _6a s a _4 v e _2,m a _5a 7 _3 t_h i _6a s a _4 v e _2
1249,HYT_Nu_6_S0005_4,ts_ uo t _6b u t _5b b uo n _2 l u j _4 k u j _4 d i _1 r a _1 S 7_X n _1,ts_ uo t _6b u t _5b b uo n _2 l u j _2 k u j _3 d i _1 r a _1 S 7_X n _1
1250,PTL_7_NU_S0008_158,ts_ u Nm _5a m i J _2 k u Nm _2 t i m _2 v a _2 v ie t _5b t e n _1 k a k _5b k O n _1 v 7_X t _6b b a_X t _5b d 7_X w _2 b a_X N _2 ts_ M _4 ts_ 7 _2 h wp a_X k _6b tS 7 _2,ts_ u Nm _5a m i J _2 k u Nm _2 t i m _2 v a _2 v ie t _5b t e n _1 k a k _5b k O n _1 v 7_X t _6b b a_X t _5b d 7_X w _2 b a_X N _2 ts_ M _4 ts_ 7 _2 h wp a_X k _6b tS 7 _2
1251,VTA_Nam_6_S0002_11,J E_X J _1 J M _1 k a_X t _5b t_h O _3 f O_X Nm _5a v a w _2 r M N _2,J E_X J _1 J M _1 k a_X t _5b t_h O _3 f O_X Nm _5a v a w _2 r M N _2
1252,NQH_7_NAM_S0049_27,7 _3 tS O_X Nm _1 t_h M _1 v ie n _6a k O _5a r 7_X t _5b J ie w _2 k uo n _5a S E_X k _5b h a_X j _1,7 _3 tS O_X Nm _1 t_h M _1 v ie n _6a k O _5a r 7_X t _5b J ie w _2 k uo n _5a S E_X k _5b h a_X j _1
1253,LXT_Nam_6_S0008_88,O_X Nm _1 v a _2 b M7 m _5a,O_X Nm _1 v a _2 b M7 m _5a
1254,NHM_7_NU_S0006_162,d i _1 h ie _1 v a w _2 m E w _2 t_h a _3 b o _6a t_h O_X Nm _3 z O_X Nm _1 d 7_X j _2 h E_X J _4 z ie n _6a,d i _1 h ie _1 v a w _2 m E w _2 t_h a _3 b o _6a t_h O_X Nm _3 z O_X Nm _1 d 7_X j _2 h E_X J _4 z ie n _6a
1255,TTMK_7_NU_S0044_16,t_h a w _3 7 j _1 t 7 _5a m 7 j _2 k 7_X w _6a tS a _3 l 7 j _2 b M k _5b tS E_X J _1 S o _5a h a j _1,t_h a w _3 7 j _1 t 7 _5a m 7 j _2 k 7_X w _6a tS a _3 l 7 j _2 b M k _5b tS E_X J _1 S o _5a h a j _1
1256,CNBA_Nu_6_S0003_157,n O _5a a p _5b S a t _5b m E _6a k a m _3 dZ a k _5b l 7_X N _1 l 7_X N _1 x O _5a t a _3,n O _5a a p _5b s a t _5b m E _6a k a m _3 dZ a k _5b l 7_X N _1 l 7_X N _1 x O _5a t a _3
1257,MK_7_NAM_S0005_14,b uo j _3 tS M7 _1 ts_ a_X w _5a m a j _3 d i _1 k 7_X w _1,b uo j _3 tS M7 _1 ts_ a_X w _5a m a j _3 d i _1 k 7_X w _1
1258,PTL_7_NU_S0008_164,ts_ u Nm _5a m i J _2 k u Nm _2 t i m _2 J M N _4 k O n _1 k O _5a z 7_X w _5a h O j _3 h wp a_X k _6b z 7_X w _5a N a _4 J E _5a,ts_ u Nm _5a m i J _2 k u Nm _2 t i m _2 J M N _4 k O n _1 k O _5a z 7_X w _5a h O j _3 h wp a_X k _6b z 7_X w _5a N a _4 J E _5a
1259,THA_Nu_6_S00042_233,a_X m _1 t a_X m _2 t a_X m _5a n a_X m _2 ts_ a_X m _1 ts_ i _3,a_X m _1 t a_X m _2 t a_X m _5a n a_X m _2 ts_ a_X m _1 ts_ i _3
1260,TTMK_7_NU_S0044_11,a _1 d O _5a l a _2 s i n _1 k u _5a m E w _2 k a k _5b k 7_X w _6a a _6a,a _1 d O _5a l a _2 s i n _1 k u _5a m E w _2 k a k _5b k 7_X w _6a a _6a
1261,PTT_7_NU_S0041_20,b a _2 v u j _1 v E _3 G O p _5b ts_ wp ie n _6a,b a _2 v u j _1 v E _3 G O p _5b ts_ wp ie n _6a
1262,NMA_7_NU_S0002_211,J 7 _5a N a_X j _2 dZ o _4 t o _3 m u Nm _2 m M7 j _2 t_h a N _5a b a _1,J 7 _5a N a_X j _2 dZ o _4 t o _3 m u Nm _2 m M7 j _2 t_h a N _5a b a _1
1263,CPT_Nu_6_S0004_40,d O _5a l a _2 k O n _1 m E w _2,d O _5a l a _2 k O n _1 m E w _2
1264,PC_7_NAM_S0004_92,k wp e _1 t 7 _5a k O _5a d e n _2 h u Nm _2 r 7_X t _5b t O _1 v a _2 k O _5a m o t _6b k O n _1 S o Nm _1 r 7_X t _5b t O _1 S a_X w _1 J a _2 b a _2 N wp a j _6a t 7 _5a,k wp e _1 t 7 _5a k O _5a d e n _2 h u Nm _2 z 7_X t _5b t O _1 v a _2 k O _5a m o t _6b k O n _1 s o Nm _1 r 7_X t _5b t O _1 s a_X w _1 J a _2 b a _2 N wp a j _6a t 7 _5a
1265,TPA_Nu_6_S0009_21,t ie p _5b d O _5a l a j _6a k wp a_X j _1 S a N _1 G a _2 m a j _5a v a N _2,t ie p _5b d O _5a l a j _6a k wp a_X j _1 S a N _1 G a _2 m a j _5a v a N _2
1266,CPT_Nu_6_S0004_72,k O n _1 t e n _1 l a _2 ts_ u kp _5b f M7 N _1 t_h a w _3,k O n _1 t e n _1 l a _2 ts_ u kp _5b f M7 N _1 t_h a w _3
1267,GQM_Nam_6_S0006_63,v a _2 t M _2 l u kp _5b d O _5a d e n _5a n 7 j _1 t_h 7_X j _5a d E p _6b l a_X m _5a,v a _2 t M _2 l u kp _5b d O _5a d e n _5a n 7 j _1 t_h 7_X j _5a d E p _6b l a_X m _5a
1268,NQH_7_NAM_S0049_103,d e n _5a t 7 _5a,d e n _5a t 7 _5a
1269,THA_7_NU_S0043_28,k i _5a b i _6a l ie t _6b h 7 j _1 k E_X J _5a t a_X j _1 t M _2 J O _3,k i _5a b i _6a l ie t _6b h 7 j _1 k E_X J _5a t a_X j _1 t M _2 J O _3
1270,MK_7_NAM_S0005_303,k O n _1 t a_X w _2 J M _1 m u j _4 t e n _1,k O n _1 t a_X w _2 J M _1 m u j _4 t e n _1
1271,NQH_7_NAM_S0049_35,E m _1 S E _4 dZ 7 j _5a t_h ie w _6a t_h e _5a n a w _2 v e _2 N o j _1 tS M7 N _2 k uo _3 m i J _2,E m _1 S E _4 dZ 7 j _5a t_h ie w _6a t_h e _5a n a w _2 v e _2 N o j _1 tS M7 N _2 k uo _3 m i J _2
1272,HYT_Nu_6_S0005_57,t_h 7 _3 S 7 _6a M7 t _5b 7 _3 tS e n _1 b 7 _2 k o _3 v u _4,t_h 7 _3 s 7 _6a M7 t _5b 7 _3 tS e n _1 b 7 _2 k o _3 v u _4
1273,ĐNK_7_NU_S0048_34,k O _3 m O_X kp _6b s E_X J _1 ts_ 7_X n _1 d e _1,k O _3 m O_X kp _6b s E_X J _1 ts_ 7_X n _1 d e _1
1274,TQA_7_NAM_S0045_34,d M7 k _6b t_h o j _1 t 7 _5a d O_X kp _6b J E _5a,d M7 k _6b t_h o j _1 t 7 _5a d O_X kp _6b J E _5a
1275,TTMK_7_NU_S0044_184,k a k _5b k 7_X w _6a d a _4 d e _3 m a_X k _6b n O _5a ts_ e t _5b v i _2 d O j _5a x a t _5b,k a k _5b k 7_X w _6a d a _4 d e _3 m a_X k _6b n O _5a ts_ e t _5b v i _2 d O j _5a x a t _5b
1276,LXT_Nam_6_S0008_113,d i _1 ts_ 7 j _1 r O_X Nm _1,d i _1 ts_ 7 j _1 r O_X Nm _1
1277,HYT_Nu_6_S0005_54,tS e n _1 m a_X t _6b b ie n _3 b O n _6a k a _5a ts_ uo n _2 h a_X m _1 h 7 _3 l M7 t _5b d i _1,tS e n _1 m a_X t _6b b ie n _3 b O n _6a k a _5a ts_ uo n _2 h a_X m _1 h 7 _3 l M7 t _5b d i _1
1278,TTMK_7_NU_S0044_131,7 _1 k 7_X w _6a tS a _3 l 7 j _2 d i _1,7 _1 k 7_X w _6a tS a _3 l 7 j _2 d i _1
1279,NHM_7_NU_S0006_70,k O _5a k a _3 m o t _6b k 7_X j _1 k 7_X w _2 l a_X t _5b l E w _3 N a_X j _1 z M7 j _5a m a j _5a J a _2,k O _5a k a _3 m o t _6b k 7_X j _1 k 7_X w _2 l a_X t _5b l E w _3 N a_X j _1 z M7 j _5a m a j _5a J a _2
1280,HYT_Nu_6_S0005_87,d e m _1 d e m _1 n a N _2 N 7_X n _1 N a _1 h a t _5b,d e m _1 d e m _1 n a N _2 N 7_X n _1 N a _1 h a t _5b
1281,TPA_Nu_6_S0009_125,t_h M7 N _1 m E _6a t_h M7 N _1 m E _6a m a _2 k O n _2 k O _6a ts_ 7_X w _6a r o j _2 m a _2 m a _2 m 7 j _5a v e _2 ts_ a_X m _1 m E _6a,t_h M7 N _1 m E _6a t_h M7 N _1 m E _6a m a _2 k O n _2 k O _6a ts_ 7_X w _6a r o j _2 m a _2 m a _2 m 7 j _5a v e _2 ts_ a_X m _1 m E _6a
1282,ĐNK_7_NU_S0048_85,b a_X j _1 d e n _5a d 7_X w _6a 7 _3 J M N _4 b u j _6a k 7_X j _1 k wp E_X J _1 h o _2,b a_X j _1 d e n _5a d o Nm _6a 7 _3 J M N _4 b u j _6a k 7_X j _1 k wp E_X J _1 h o _2
1283,PTT_7_NU_S0041_102,b O_X Nm _5a k u Nm _4 n a_X m _2 i m _1,b O_X Nm _5a k u Nm _4 n a_X m _2 i m _1
1284,ĐNK_7_NU_S0048_3,ts_ i _6a E n _5a b 7_X n _6a d i _1 d 7_X w _1,ts_ i _6a E n _5a b 7_X n _6a d i _1 d 7_X w _1
1285,ĐNL_Nu_6_S0007_6,m E _6a m a_X t _6b tS 7 j _2 t_h a _3 h a t _6b n a_X N _5a s uo N _5a d 7_X t _5b ts_ 7 j _1,m E _6a m a_X t _6b tS 7 j _2 t_h a _3 h a t _6b n a_X N _5a s uo N _5a d 7_X t _5b ts_ 7 j _1
1286,NNM_Nu_6_S00045_32,t 7 _5a d o _5a b a n _6a G E p _5b d u Nm _5a,t 7 _5a d o _5a b a n _6a G E p _5b d u Nm _5a
1287,TQA_7_NAM_S0045_87,t M _2 N M _4 ts_ i _3 S M _6a v 7_X t _6b l a _2 ts_ i m _1 E n _5a h wp a _1 k E_X J _5a m 7_X m _2 n O n _1,t M _2 N M _4 ts_ i _3 S M _6a v 7_X t _6b l a _2 ts_ i m _1 E n _5a h wp a _1 k E_X J _5a m 7_X m _2 n O n _1
1288,CNBA_Nu_6_S0003_9,h a N _2 N a_X j _2 n a N _2 ts_ 7 j _1 v 7 j _5a k wp a _3 b O_X Nm _5a tS O_X Nm _1 x u _1 v M7 n _2 k uo _3 l 7_X w _1 d a j _2,h a N _2 N a_X j _2 l a N _2 ts_ 7 j _1 v 7 j _5a k wp a _3 b O_X Nm _5a tS O_X Nm _1 x u _1 v M7 n _2 k uo _3 l 7_X w _1 d a j _2
1289,PC_7_NAM_S0004_37,v i _2 S a w _1 b a n _6a l a j _6a t_h i k _5b l wp a j _2 ts_ i m _1 d O _5a,v i _2 s a w _1 b a n _6a l a j _6a t_h i k _5b l wp a j _2 ts_ i m _1 d O _5a
1290,TTMK_7_NU_S0044_279,b o _2 k 7_X w _1 d M7 k _6b k O n _1 N M7 j _2 d M7 _1 v e _2 n uo j _1 t M _2 k E_X k _5b d 7_X j _1 n a_X m _1 N i n _2 n a_X m _1,b o _2 k 7_X w _1 d M7 k _6b k O n _1 N M7 j _2 d M7 _1 v e _2 n uo j _1 t M _2 k E_X k _5b d 7_X j _1 n a_X m _1 N i n _2 n a_X m _1
1291,TTD_7_NAM_S0001_159,h a j _1 l a _2 k a j _5a S M N _2 n O _5a v e J _1 v e J _1,h a j _1 l a _2 k a j _5a s M N _2 n O _5a v e J _1 v e J _1
1292,CNBA_Nu_6_S0003_43,t a _1 S a_X n _4 S a N _2 t_h a _1 t_h M _5a n e w _5a n a N _2 h M7 _5a v 7 j _5a t a _1 t M _2 n a_X j _1 n a N _2 x o Nm _1 b a w _1 dZ 7 _2 d E_X J _5a dZ a _5a N M7 j _2 x a k _5b k wp a _1 v E _3 N wp a j _2 n M7 _4,t a _1 s a_X n _4 s a N _2 t_h a _1 t_h M _5a n e w _5a n a N _2 h M7 _5a v 7 j _5a t a _1 t M _2 n a_X j _1 n a N _2 x o Nm _1 b a w _1 dZ 7 _2 d E_X J _5a dZ a _5a N M7 j _2 x a k _5b k wp a _1 v E _3 N wp a j _2 n M7 _4
1293,NMA_7_NU_S0002_223,N M7 j _2 k O n _1 tS M7 N _3 d E n _1 d M7 k _6b t o n _1 l a m _2 v uo _1 l 7_X j _5a h ie w _6a l a _2 h u Nm _2 v M7 N _1 d O_X Nm _5a d o _1 7 _3 d 7_X t _5b f O_X Nm _1 ts_ 7_X w _1 k O n _1 ts_ a_X w _5a k a N _2 N a_X j _2 k a N _2 d o Nm _1 d u kp _5b,N M7 j _2 k O n _1 tS M7 N _3 d E n _1 d M7 k _6b t o n _1 l a m _2 v uo _1 l 7_X j _5a h ie w _6a l a _2 h u Nm _2 v M7 N _1 d O_X Nm _5a d o _1 7 _3 d 7_X t _5b f O_X Nm _1 ts_ 7_X w _1 k O n _1 ts_ a_X w _5a k a N _2 N a_X j _2 k a N _2 d o Nm _1 d M t _5b
1294,CPT_Nu_6_S0004_153,ts_ 7 t _6b m E _6a n O _5a v u t _6b d e n _5a J M _1 m o t _6b dZ 7_X k _5b m 7 _1,ts_ 7 t _6b m E _6a n O _5a v u t _6b d e n _5a J M _1 m o t _6b dZ 7_X k _5b m 7 _1
1295,PC_7_NAM_S0004_87,k wp e _1 t 7 _5a 7 _3 f u _5a t_h O _6a,k wp e _1 t 7 _5a 7 _3 f u _5a t_h O _6a
1296,NQH_7_NAM_S0049_128,v a _2 k o _1 r 7_X t _5b k a w _1 r a w _5a v a _2 s i J _1 d E p _6b,v a _2 k o _1 r 7_X t _5b k a w _1 r a w _5a v a _2 s i J _1 d E p _6b
1297,CPT_Nu_6_S0004_114,7 _3 b ie n _3 l 7 n _5a k O _5a m o t _6b ts_ u _5a k a _5a m a_X N _1 J O _3,7 _3 b ie n _3 l 7 n _5a k O _5a m o t _6b ts_ u _5a k a _5a m a_X N _1 J O _3
1298,THA_7_NU_S0043_83,b o _5a k uo _3 v ie t _6b n O j _5a dZ i _2,b o _5a k uo _3 v ie t _6b n O j _5a dZ i _2
1299,NPC_7_NU_S0047_4,m uo _2 s wp 7_X n _1 k O _5a k 7_X j _1 k o j _5a d 7_X m _1 ts_ o j _2 n a_X j _3 l o kp _6b,m uo _2 s 7_X n _1 k O _5a k 7_X j _1 k o j _5a d 7_X m _1 ts_ o j _2 n a_X j _3 l o kp _6b
1300,ĐNK_7_NU_S0048_195,b o Nm _1 k u kp _5b k u Nm _4 h E w _5a l a _3 d i _1 v i _2 t_h M7 N _1 s O t _5b,b o Nm _1 k u kp _5b k u Nm _4 h E w _5a l a _3 d i _1 v i _2 t_h M7 N _1 s O t _5b
1301,PTT_7_NU_S0041_41,n a N _2 t e n _1 d o Nm _1 t M7 N _6a tS M N _1 ts_ O _1 m uo _2 d o Nm _1,n a N _2 t e n _1 d o Nm _1 t M7 N _6a tS M N _1 ts_ O _1 m uo _2 d o Nm _1
1302,NT_7_NAM_S0009_38,v i _2 S a w _1 t_h 7_X n _2 dZ O _5a f a j _3 ts_ i w _6a t_h uo _1 o Nm _1 m E_X J _6a,v i _2 s a w _1 t_h 7_X n _2 dZ O _5a f a j _3 ts_ i w _6a t_h uo _1 o Nm _1 m E_X J _6a
1303,PC_7_NAM_S0004_91,v 7_X j _6a k wp e _1 b a n _6a k O _5a J M N _4 k E_X J _3 d E p _6b dZ i _2,v 7_X j _6a k wp e _1 b a n _6a k O _5a J M N _4 k E_X J _3 d E p _6b dZ i _2
1304,TTT_Nu_6_S00049_21,k a _5a m 7_X p _6b 7 _3 t i _1 v i _1 m a _5a m a _2,k a _5a m 7_X p _6b 7 _3 t i _1 v i _1 m a _5a m a _2
1305,NMA_7_NU_S0002_284,h O_X kp _6b S i J _1 k a _3 n M7 k _5b h M7 N _3 M N _5a k uo k _6b t_h i _1 J M _1 t_h e _5a n a w _2,h O_X kp _6b s i J _1 k a _3 n M7 k _5b h M7 N _3 M N _5a k uo k _6b t_h i _1 J M _1 t_h e _5a n a w _2
1306,TPA_Nu_6_S0009_173,m o t _6b h o m _1 v uo _1 ts_ a _1 ts_ O _1 n a N _2 m o t _6b k wp a _3 b O_X Nm _5a b a_X N _2 v a N _2,m o t _6b h o m _1 v uo _1 ts_ a _1 ts_ O _1 n a N _2 m o t _6b k wp a _3 b O_X Nm _5a b a_X N _2 v a N _2
1307,NT_7_NAM_S0009_21,h wp E_X J _2 h E_X J _2 l a m _2 J ie w _2 d ie w _2 N a N _1 N M7 k _6b tS e n _1 x a_X p _5b m o t _6b v u Nm _2 x o Nm _1 k ie N _1 n e _3 a j _1,h wp a N _2 h E_X J _2 l a m _2 J ie w _2 d ie w _2 N a N _1 N M7 k _6b tS e n _1 x a_X p _5b m o t _6b v u Nm _2 x o Nm _1 k ie N _1 n e _3 a j _1
