,Path,Canonical,Transcript
1789,MK_7_NAM_S0005_102,t 7 _5a d O_X kp _6b d wp a n _6a m o t _6b k 7_X w _6a k 7_X w _6a d O_X kp _6b d wp a n _6a h a j _1 t 7 _5a d O_X kp _6b d wp a n _6a b a _1 k 7_X w _6a d O_X kp _6b d wp a n _6a b o n _5a t 7 _5a d O_X kp _6b d wp a n _6a n a_X m _1 J a _5a,t 7 _5a d O_X kp _6b d wp a n _6a m o t _6b k 7_X w _6a k 7_X w _6a d O_X kp _6b d wp a n _6a h a j _1 t 7 _5a d O_X kp _6b d wp a n _6a b a _1 k 7_X w _6a d O_X kp _6b d wp a n _6a b o n _5a t 7 _5a d O_X kp _6b d wp a n _6a n a_X m _1 J a _5a
1790,PTL_7_NU_S0008_16,k O n _1 ts_ uo t _6b t u j _5a t_h i _2 tS O_X Nm _1 ts_ ie k _5b t u j _5a tS M7 k _5b b u Nm _6a,k O n _1 ts_ uo t _6b t u j _5a t_h i _2 tS O_X Nm _1 ts_ ie k _5b t u j _5a tS M7 k _5b b u Nm _6a
1791,LXT_Nam_6_S0008_53,G a _2 tS o Nm _5a S 7 _6a h e t _5b h o n _2 ts_ a_X j _6a m 7_X t _5b,G a _2 tS o Nm _5a s 7 _6a h e t _5b h o n _2 ts_ a_X j _6a m 7_X t _5b
1792,CNBA_Nu_6_S0003_37,e k _5b b ie n _5a t_h E_X J _2 m o t _6b ts_ a N _2 tS a j _1 x o j _1 N o _1 t wp 7_X n _5a t u _5a,e k _5b b ie n _5a t_h E_X J _2 m o t _6b ts_ a N _2 tS a j _1 x o j _1 N o _1 t wp 7_X n _5a t u _5a
1793,PTL_7_NU_S0008_116,t 7 _5a k O _5a m a N _1 ts_ O _1 k 7_X w _6a s ie w _1 k wp ie n _3 S ie w _1 n a_X N _1 l M k _6b k uo _3 m uo N _1 t_h u _5a,t 7 _5a k O _5a m a N _1 ts_ O _1 k 7_X w _6a s ie w _1 k wp ie n _3 s ie w _1 n a_X N _1 l M k _6b k uo _3 m uo N _1 t_h u _5a
1794,LXT_Nam_6_S0008_96,t o j _1 k O n _2 b 7_X n _6a,t o j _1 k O n _2 b 7_X n _6a
1795,HYT_Nu_6_S0005_92,l a _2 k O n _1 v uo _1 k uo _3 b ie n _3,l a _2 k O n _1 v uo _1 k uo _3 b ie n _3
1796,PTL_7_NU_S0008_82,k O n _1 r uo _2 k O n _1 k uo _1 m a _2 k O _5a h a j _1 k a N _2,k O n _1 r uo _2 k O n _1 k uo _1 m a _2 k O _5a h a j _1 k a N _2
1797,NDBA_7_NAM_S0010_138,N a_X j _2 s M7 _1 7 _3 n M7 k _5b t a _1 tS O_X Nm _1 tS O_X Nm _1 S o _5a k a k _5b k O n _1 k uo _3 v uo _1 k uo _3 v uo _1 h u Nm _2 v M7 N _1 t_h M _5a S a_X w _5a k O _5a m o t _6b h wp a N _2 t M _3 l a N _1 l ie w _1,N a_X j _2 s M7 _1 7 _3 n M7 k _5b t a _1 tS O_X Nm _1 tS O_X Nm _1 s o _5a k a k _5b k O n _1 k uo _3 v uo _1 k uo _3 v uo _1 h u Nm _2 v M7 N _1 t_h M _5a s a_X w _5a k O _5a m o t _6b h wp a N _2 t M _3 l a N _1 l ie w _1
1798,TTD_7_NAM_S0001_2,t i m _2 J M N _4 x o _3 t_h 7 _1 t a _3 m o t _6b ts_ u _5a G a _2 k O n _1 b a n _6a t i m _2 h o _6a t 7 _5a v 7 j _5a,t i m _2 J M N _4 x o _3 t_h 7 _1 t a _3 m o t _6b ts_ u _5a G a _2 k O n _1 b a n _6a t i m _2 h o _6a t 7 _5a v 7 j _5a
1799,TPA_Nu_6_S0009_54,b a k _5b ts_ O _5a t 7 p _6b G a _2 tS o Nm _5a,b a k _5b ts_ O _5a t 7 p _6b G a _2 tS o Nm _5a
1800,ĐNK_7_NU_S0048_202,t_h i _2 h o m _1 n a_X j _1 ts_ a_X k _5b n O _5a v 7_X n _4 d a N _1 t a_X m _5a n a_X N _5a m a_X t _6b tS 7 j _2,t_h i _2 h o m _1 n a_X j _1 ts_ a_X k _5b n O _5a v 7_X n _4 d a N _1 t a_X m _5a n a_X N _5a m a_X t _6b tS 7 j _2
1801,HYT_Nu_6_S0005_113,m o t _6b h o m _1 m M7 _1 t O _1 dZ O _5a l 7 n _5a k a _5a m a_X N _1 l a k _6b m E _6a,m o t _6b h o m _1 m M7 _1 t O _1 dZ O _5a l 7 n _5a k a _5a m a_X N _1 l a k _6b m E _6a
1802,NMA_7_NU_S0002_38,b a n _6a S i J _1 7 _3 t_h u _3 d o _2,b a n _6a s i J _1 7 _3 t_h u _3 d o _2
1803,NMA_7_NU_S0002_149,d 7_X j _1 l a _2 d o Nm _2 l uo _5a,d 7_X j _1 l a _2 d o Nm _2 l uo _5a
1804,HYT_Nu_6_S0005_69,n a N _2 t ie n _1 k a _5a,n a N _2 t ie n _1 k a _5a
1805,THA_Nu_6_S00042_53,t_h O _3 S 7 _6a k wp a _5a t 7 _5a l 7 _4 t i _5a t i _1 m a _2,t_h O _3 S 7 _6a k wp a _5a t 7 _5a l u _4 t i _5a t i _1 m a _2
1806,PC_7_NAM_S0004_77,k O n _2 t 7 _5a t_h i _2 t 7 _5a r 7_X t _5b t_h i k _5b E m _1 G a j _5a k uo _3 t 7 _5a v a _2 b o _5a m E _6a t 7 _5a,k O n _2 t 7 _5a t_h i _2 t 7 _5a z 7_X t _5b t_h i k _5b E m _1 G a j _5a k uo _3 t 7 _5a v a _2 b o _5a m E _6a t 7 _5a
1807,NMA_7_NU_S0002_115,ts_ ie w _2 ts_ ie w _2 ts_ u Nm _5a t o j _1 r a _1 N o j _2 G o kp _5b k 7_X j _1 d a _1 h O_X Nm _5a m a t _5b,ts_ ie w _2 ts_ ie w _2 ts_ u Nm _5a t o j _1 r a _1 N o j _2 G o kp _5b k 7_X j _1 d a _1 h O_X Nm _5a m a t _5b
1808,TGH_7_NU_S0046_136,t 7 _5a r 7_X t _5b ie w _1 k wp i _5a k o _1,t 7 _5a r 7_X t _5b ie w _1 k wp i _5a k o _1
1809,GQM_Nam_6_S0006_89,n a N _2 t ie n _1 k a _5a n M7 _3 t_h 7_X n _1 tS e n _1 n M7 _3 k uo _3 n a N _2 J M _1 m o t _6b k o _1 b E _5a,n a N _2 t ie n _1 k a _5a n M7 _3 t_h 7_X n _1 tS e n _1 n M7 _3 k uo _3 n a N _2 J M _1 m o t _6b k o _1 b E _5a
1810,MK_7_NAM_S0005_17,k i _2 N i _3 m o t _6b t_h a N _5a tS o j _1 v E w _2 J M _1 x o Nm _1,k i _2 N i _3 m o t _6b t_h a N _5a tS o j _1 v E w _2 J M _1 x o Nm _1
1811,GQM_Nam_6_S0006_46,o j _1 k 7_X w _6a dZ O j _3 k wp a _5a,o j _1 k 7_X w _6a dZ O j _3 k wp a _5a
1812,TPA_Nu_6_S0009_44,G a _2 tS o Nm _5a x o Nm _1 k O _5a a j _1 d e _3 r a _1 l e J _6a r 7_X t _5b b uo n _2,G a _2 tS o Nm _5a x o Nm _1 k O _5a a j _1 d e _3 r a _1 l e J _6a r 7_X t _5b b uo n _2
1813,ĐNK_7_NU_S0048_196,S a N _5a h o m _1 S a_X w _1 t_h 7_X j _5a S 7 n _1 k a _1 d a _4 ts_ e t _5b,S a N _5a h o m _1 S a_X w _1 t_h 7_X j _5a S 7 n _1 k a _1 d a _4 ts_ e t _5b
1814,TTD_7_NAM_S0001_163,k E_X k _5b k uo _3 tS O _2 ts_ wp ie n _6a k uo _3 b a n _6a J O _3 v 7 j _5a k O n _1 tS 7_X w _1 v a _2 J O _3 k O n _1 k O n _1 tS 7_X w _1 J M _1 l a _2 m o t _6b N M7 j _2 b a n _6a v a _2 r 7_X t _5b l a _2 ie w _1 k wp i _5a n O _5a,k E_X k _5b k uo _3 tS O _2 ts_ wp ie n _6a k uo _3 b a n _6a J O _3 v 7 j _5a k O n _1 tS 7_X w _1 v a _2 J O _3 k O n _1 k O n _1 tS 7_X w _1 J M _1 l a _2 m o t _6b N M7 j _2 b a n _6a v a _2 z 7_X t _5b l a _2 ie w _1 k wp i _5a n O _5a
1815,CNBA_Nu_6_S0003_90,n M7 _3 t_h 7_X n _1 tS e n _1 k uo _3 n a N _2 J M _1 m o t _6b k o _1 b E _5a,n M7 _3 t_h 7_X n _1 tS e n _1 k uo _3 n a N _2 J M _1 m o t _6b k o _1 b E _5a
1816,GQM_Nam_6_S0006_72,n M7 _3 t_h 7_X n _1 k ie _1 l a _2 k a _5a,n M7 _3 t_h 7_X n _1 k ie _1 l a _2 k a _5a
1817,CNBA_Nu_6_S0003_85,z 7_X n _1 d i _1 b ie n _3 N E _1 n a N _2 h a t _5b k wp e n _1 k a _3 m e t _6b k a _3 b uo n _2,z 7_X n _1 d i _1 b ie n _3 N E _1 l a N _2 h a t _5b k wp e n _1 k a _3 m e t _6b k a _3 b uo n _2
1818,THA_Nu_6_S00042_137,b 7_X j _1 dZ 7 _2 ts_ u Nm _5a m i J _2 k u Nm _2 t_h i _1 v ie t _5b d u Nm _5a n a w _2,b 7_X j _1 dZ 7 _2 ts_ u Nm _5a m i J _2 k u Nm _2 t_h i _1 v ie t _5b d u Nm _5a n a w _2
1819,TPA_Nu_6_S0009_37,d i _1 l a m _2 d i _1,d i _1 l a m _2 d i _1
1820,ĐNK_7_NU_S0048_312,t 7 _5a k u Nm _4 d o Nm _2 i _5a v 7 j _5a i _5a k ie n _5a k uo _3 k 7_X w _6a,t 7 _5a k u Nm _4 d o Nm _2 i _5a v 7 j _5a i _5a k ie n _5a k uo _3 k 7_X w _6a
1821,TTD_7_NAM_S0001_138,h a_X j _1 l a _2 a_X n _1 k O _3 G a _2,h a_X j _1 l a _2 a_X n _1 k O _3 G a _2
1822,CNBA_Nu_6_S0003_28,a_X n _1 s O_X Nm _1 e k _5b b a w _3,a_X n _1 s O_X Nm _1 e k _5b b a w _3
1823,PTT_7_NU_S0041_111,v 7 n _2 d o j _1 k E_X J _5a n a_X N _5a,v 7 n _2 d o j _1 k E_X J _5a n a_X N _5a
1824,NTM_Nam_6_S00010_41,t_h a_X N _2 k u _1 k a j _5a d O _3 E m _1 b E _5a,t_h a_X N _2 k u _1 k a j _5a d O _3 E m _1 b E _5a
1825,PTL_7_NU_S0008_59,k O n _1 N M7 _6a G o _4 m a_X w _2 d O _3,k O n _1 N M7 _6a G o _4 m a_X w _2 d O _3
1826,PTL_7_NU_S0008_22,J M N _4 k O n _1 J M N _4 k O n _1 b e _5a N M7 _6a k O n _1 h M7 w _1 k O n _1 v O j _1 k O n _1 t e _1 dZ a k _5b t_h i _2 t M _2 b E _5a d a _4 f a j _3 t M _6a d i _1 t_h E w _1 m E _6a,J M N _4 k O n _1 J M N _4 k O n _1 b e _5a N M7 _6a k O n _1 h M7 w _1 k O n _1 v O j _1 k O n _1 t e _1 dZ a k _5b t_h i _2 t M _2 b E _5a d a _4 f a j _3 t M _6a d i _1 t_h E w _1 m E _6a
1827,TPA_Nu_6_S0009_40,t M _2 d O _5a ts_ u _5a ts_ a _3 z a m _5a h E_X k _6b h E_X k _6b S E_X k _5b a j _1 n M7 _4,t M _2 d O _5a ts_ u _5a ts_ a _3 z a m _5a h E_X k _6b h E_X k _6b S E_X k _5b a j _1 n M7 _4
1828,ĐNK_7_NU_S0048_148,d e n _5a ts_ 7 j _1 i m _1 l a_X N _6a,d e n _5a ts_ 7 j _1 i m _1 l a_X N _6a
1829,THA_7_NU_S0043_57,x i _1 7 j _1 b 7_X j _1 dZ 7 _2 k 7_X w _6a d O_X kp _6b dZ u p _5b t 7 _5a b a j _2 J M N _4 k 7_X j _1 S E n _1 d a _5a J E _5a,x i _1 7 j _1 b 7_X j _1 dZ 7 _2 k 7_X w _6a d O_X kp _6b dZ u p _5b t 7 _5a b a j _2 J M N _4 k 7_X j _1 S E n _1 d a _5a J E _5a
1830,ĐNK_7_NU_S0048_290,t ie N _5a h O t _5b k uo _3 ts_ i m _1 tS 7 _3 n e n _1 b uo n _2 t_h a m _3 v i _2,t ie N _5a h O t _5b k uo _3 ts_ i m _1 tS 7 _3 n e n _1 b uo n _2 t_h a m _3 v i _2
1831,PTL_7_NU_S0008_18,J M N _4 k O n _1 v 7_X t _6b n a w _2 k O_X Nm _4 h wp a_X k _6b d i w _6a k O n _1 b a_X N _2 l M N _1 b a_X N _2 ts_ ie k _5b t u j _5a z a _1 7 _3 b u Nm _6a,J M N _4 k O n _1 v 7_X t _6b n a w _2 k O_X Nm _4 h wp a_X k _6b d i w _6a k O n _1 b a_X N _2 l M N _1 b a_X N _2 ts_ ie k _5b t u j _5a z a _1 7 _3 b u Nm _6a
1832,PTL_7_NU_S0008_135,t 7 _5a k O _5a m a N _1 r 7_X t _5b J ie w _2 k wp ie n _3 S E_X k _5b,t 7 _5a k O _5a m a N _1 z 7_X t _5b J ie w _2 k wp ie n _3 s E_X k _5b
1833,TTD_7_NAM_S0001_132,k O n _1 tS 7_X w _1 a _2 k O n _1 tS 7_X w _1 d E n _1 l o Nm _1 m M7 t _6b,k O n _1 tS 7_X w _1 a _2 k O n _1 tS 7_X w _1 d E n _1 l o Nm _1 m M7 t _6b
1834,NNM_Nu_6_S00045_121,v i _2 S a w _1 t_h O _3 J i n _2 t_h 7_X j _5a k a _5a S 7_X w _5a,v i _2 S a w _1 t_h O _3 J i n _2 t_h 7_X j _5a k a _5a S 7_X w _5a
1835,VTA_Nam_6_S0002_6,k wp a _6a x wp a N _1 m a_X N _5a n O _5a x O_X kp _5b x wp a k _5b l a k _5b,k wp a _6a x wp a N _1 m a_X N _5a n O _5a x O_X kp _5b x wp a k _5b l wp a k _5b
1836,NMA_7_NU_S0002_189,b a n _6a J O _3 t_h i k _5b J M N _4 k E_X J _3 v 7_X t _6b n a w _2 7 _3 k wp e _1,b a n _6a J O _3 t_h i k _5b J M N _4 k E_X J _3 v 7_X t _6b n a w _2 7 _3 k wp e _1
1837,THA_Nu_6_S00042_72,b E _5a J E _2 t_h i _2 k o _1 ts_ e _1 d O _5a,b E _5a J E _5a t_h i _2 k o _1 ts_ e _1 d O _5a
1838,NDBA_7_NAM_S0010_114,m E w _2 l a m _2 r a _1 v E _3 S 7 _6a h a j _4 k 7_X w _2 s i n _1 S M _1 t M _3 h a_X j _4 tS 7 _3 l a j _6a h i J _2 z a N _5a b a n _1 d 7_X w _2 k uo _3 l a w _4,m E w _2 l a m _2 z a _1 v E _3 s 7 _6a h a j _4 k 7_X w _2 s i n _1 s M _1 t M _3 h a_X j _4 tS 7 _3 l a j _6a h i J _2 z a N _5a b a n _1 d 7_X w _2 k uo _3 l a w _4
1839,NMA_7_NU_S0002_245,k uo k _5b t wp a n _3 b E n _2 ts_ a_X j _6a d e n _5a k wp i _5a s uo N _5a t 7_X w _1,k uo k _5b t wp a n _3 b E n _2 ts_ a_X j _6a d e n _5a k wp i _5a s uo N _5a t 7_X w _1
1840,THA_7_NU_S0043_93,J O m _5a h O_X kp _6b tS O _2 J a w _1 J a w _1,J O m _5a h O_X kp _6b tS O _2 J a w _1 J a w _1
1841,PTT_7_NU_S0041_112,b E _5a ts_ M7 _1 N u _3 d M7 k _6b,b E _5a ts_ M7 _1 N u _3 d M7 k _6b
1842,MK_7_NAM_S0005_28,d M7 k _6b N a_X m _5a J M N _4 k O n _1 k O _2 b a_X j _1 l M7 n _6a s E m _1 J M N _4 k O n _1 tS 7_X w _1 a_X n _1 k O _3 v a _2 d M7 k _6b o Nm _1 d i _1 h M7 N _5a z 7_X n _4 t 7 _5a d i _1 t_h a _3 z ie w _2 k 7_X w _1 k a _5a n M7 _4,d M7 k _6b N a_X m _5a J M N _4 k O n _1 k O _2 b a_X j _1 l M7 n _6a s E m _1 J M N _4 k O n _1 tS 7_X w _1 a_X n _1 k O _3 v a _2 d M7 k _6b o Nm _1 d i _1 h M7 N _5a z 7_X n _4 t 7 _5a d i _1 t_h a _3 z ie w _2 k 7_X w _1 k a _5a n M7 _4
1843,PTL_7_NU_S0008_27,b e _5a k O n _1 b a_X N _2 k E_X k _5b n a w _2,b e _5a k O n _1 b a_X N _2 k E_X k _5b n a w _2
1844,MK_7_NU_S0007_42,t_h e _5a t 7 _5a d o _5a k 7_X w _6a n 7 j _1 m i J _2 7 _3 k O _5a m 7_X j _5a m uo _2,t_h e _5a t 7 _5a d o _5a k 7_X w _6a n 7 j _1 m i J _2 7 _3 k O _5a m 7_X j _5a m uo _2
1845,THA_Nu_6_S00042_27,m a_X j _1 k O _5a ts_ u _5a k O _2 t_h i _2 k ie n _5a m 7 j _5a t_h wp a t _5b ts_ e t _5b,m a_X j _1 k O _5a ts_ u _5a k O _2 t_h i _2 k ie n _5a v 7 j _5a t_h wp a t _5b ts_ e t _5b
1846,LDMT_Nam_6_S00047_22,n O _5a ts_ a _3 z a m _5a G a_X p _6b t_h O _3 v a _2 J i m _5a,n O _5a ts_ a _3 z a m _5a G a_X p _6b t_h O _3 v a _2 J i m _5a
1847,TPA_Nu_6_S0009_139,ts_ i _6a b a _1 7 j _1 m E _6a ts_ i _6a d a N _1 o m _5a d 7_X j _5a ts_ i _6a h a_X j _4 v e _2 t_h a_X m _1 m E _6a d i _1 N a_X j _1 d i _1,ts_ i _6a b a _1 7 j _1 m E _6a ts_ i _6a d a N _1 o m _5a d 7_X j _5a ts_ i _6a h a_X j _4 v e _2 t_h a_X m _1 m E _6a d i _1 N a_X j _1 d i _1
1848,CNBA_Nu_6_S0003_143,k a _5a m a_X N _1 b E n _2 J o _1 l e n _1 b a m _5a ts_ a_X t _6b tS e n _1 t_h 7_X n _1 tS e n _1 k a _5a m 7_X p _6b,k a _5a m a_X N _1 b E n _2 J o _1 l e n _1 b a m _5a ts_ a_X t _6b tS e n _1 t_h 7_X n _1 tS e n _1 k a _5a m 7_X p _6b
1849,ĐNK_7_NU_S0048_231,ts_ i m _1 S 7 n _1 k a _1 S E _4 tS a _3 l 7 j _2 t_h e _5a n a w _2,ts_ i m _1 S 7 n _1 k a _1 S E _4 tS a _3 l 7 j _2 t_h e _5a n a w _2
1850,NMA_7_NU_S0002_93,k a _5a S 7_X w _5a k O _5a h a m _2 r a_X N _1 S a_X k _5b J O n _6a J M N _1 b e _5a k O n _1 k u Nm _4 r 7_X t _5b x E w _5a,k a _5a s 7_X w _5a k O _5a h a m _2 r a_X N _1 s a_X k _5b J O n _6a J M N _1 b e _5a k O n _1 k u Nm _4 z 7_X t _5b x E w _5a
1851,LXT_Nam_6_S0008_102,d M7 k _6b,d M7 k _6b
1852,PC_7_NAM_S0004_124,v 7_X j _6a k O n _1 ts_ O _5a J a _2 b a n _6a k O _5a d a_X k _6b d ie m _3 dZ i _2 d E p _6b x o Nm _1,v 7_X j _6a k O n _1 ts_ O _5a J a _2 b a n _6a k O _5a d a_X k _6b d ie m _3 dZ i _2 d E p _6b x o Nm _1
1853,NT_7_NAM_S0009_44,S M _1 t M _3 s wp 7_X t _5b k wp 7_X n _1,s M _1 t M _3 s wp 7_X t _5b k wp 7_X n _1
1854,MK_7_NU_S0007_75,v a w _2 m 7_X j _1,v a w _2 m 7_X j _1
1855,NMA_7_NU_S0002_215,7 _3 k u Nm _4 t_h wp 7 _3 7_X j _5a 7 _3 v u Nm _2 n u j _5a f ie _5a b a_X k _5b k O _5a n a N _2 7_X w _1 k 7 _1 s i J _1 d E p _6b t wp ie t _6b tS 7_X n _2,7 _3 k u Nm _4 t_h wp 7 _3 7_X j _5a 7 _3 v u Nm _2 n u j _5a f ie _5a b a_X k _5b k O _5a l a N _2 7_X w _1 k 7 _1 s i J _1 d E p _6b t wp ie t _6b tS 7_X n _2
1856,THA_7_NU_S0043_63,k a k _5b E m _1 k o _5a G a_X N _5a J E _5a,k a k _5b E m _1 k o _5a G a_X N _5a J E _5a
1857,NMA_7_NU_S0002_43,t a j _1 v O j _1 l a _2 k a j _5a k wp a t _6b,t a j _1 v O j _1 l a _2 k a j _5a k wp a t _6b
1858,TTD_7_NAM_S0001_81,k u Nm _2 b a n _6a t_h M k _6b h E_X J _2 n O j _5a v a _2 d a p _5b l a j _6a l 7 j _2 x E n _1 l 7 j _2 a n _1 u _3 u _1 a n _1 u j _3 tS O_X Nm _1 k a k _5b t i J _2 h uo N _5a S a_X w _1,k u Nm _2 b a n _6a t_h M k _6b h E_X J _2 n O j _5a v a _2 d a p _5b l a j _6a l 7 j _2 x E n _1 l 7 j _2 a n _1 u _3 u _1 a n _1 u j _3 tS O_X Nm _1 k a k _5b t i J _2 h uo N _5a S a_X w _1
1859,NTN_7_NU_S0042_31,t_h a m _1 dZ a _1 k a k _5b h wp a t _6b d o Nm _6a b o _3 i k _5b,t_h a m _1 dZ a _1 k a k _5b h wp a t _6b d o Nm _6a b o _3 i k _5b
1860,NDBA_7_NAM_S0010_129,J a _2 v uo _1 d a _4 t_h 7_X j _5a d M7 k _6b d ie w _2 d O _5a v a _2 N a j _2 h ie w _3 r a_X N _2 k a _3 h a j _1 S E _4 h E_X J _6a f u kp _5b n e w _5a d M7 k _6b S o Nm _5a v 7 j _5a J a_X w _1,J a _2 v uo _1 d a _4 t_h 7_X j _5a d M7 k _6b d ie w _2 d O _5a v a _2 N a j _2 h ie w _3 z a_X N _2 k a _3 h a j _1 S E _4 h E_X J _6a f u kp _5b n e w _5a d M7 k _6b S o Nm _5a v 7 j _5a J a_X w _1
1861,NHM_7_NU_S0006_172,m E w _2 k wp a_X j _1 tS 7 _3 l a j _6a r M N _2 v a _2 b a_X t _5b t_h e m _1 d M7 k _6b h a j _1 k O n _1 G a _2 l o j _1 t a_X N _6a d M7 _5a v uo _1,m E w _2 k wp a_X j _1 tS 7 _3 l a j _6a r M N _2 v a _2 b a_X t _5b t_h e m _1 d M7 k _6b h a j _1 k O n _1 G a _2 l o j _1 t a_X N _6a d M7 _5a v uo _1
1862,ĐNK_7_NU_S0048_53,t_h E_X J _2 7 j _1 k 7_X w _6a tS a _3 l 7 j _2 ts_ O _1 t 7 _5a k 7_X w _1 n a_X j _2 J E _5a,t_h E_X J _2 7 j _1 k 7_X w _6a tS a _3 l 7 j _2 ts_ O _1 t 7 _5a k 7_X w _1 n a_X j _2 J E _5a
1863,MK_7_NU_S0007_71,l M N _1 tS 7 j _2 dZ O _5a d uo _2 m 7_X j _1,l M N _1 tS 7 j _2 dZ O _5a d uo _2 m 7_X j _1
1864,PC_7_NAM_S0004_114,t 7 _5a k O _5a a _2 t 7 _5a x o Nm _1 b ie t _5b l wp a j _2 h wp a _1 n a w _2 n M7 _4,t 7 _5a k O _5a a _2 t 7 _5a x o Nm _1 b ie t _5b l wp a j _2 h wp a _1 n a w _2 n M7 _4
1865,PC_7_NAM_S0004_60,k 7_X w _6a n e n _1 l a m _2 dZ i _2 d e _3 b a w _3 v e _6a J M N _4 k 7_X j _1 h wp a _1,k 7_X w _6a l e n _1 l a m _2 dZ i _2 d e _3 b a w _3 v e _6a J M N _4 k 7_X j _1 h wp a _1
1866,PTL_7_NU_S0008_45,t e n _1 d o _2 ts_ 7 j _1 G 7_X w _5a b o Nm _1,t e n _1 d o _2 ts_ 7 j _1 G 7_X w _5a b o Nm _1
1867,HYT_Nu_6_S0005_67,k O n _1 t e n _1 l a _2 h wp a N _2 ie n _5a tS a N _1,k O n _1 t e n _1 l a _2 h wp a N _2 ie n _5a tS a N _1
1868,ĐNK_7_NU_S0048_149,k O _5a b a k _5b b o _2 n o Nm _1,k O _5a b a k _5b b o _2 n o Nm _1
1869,PTL_7_NU_S0008_150,k O n _1 k O n _1 r uo _2 m a _2 k O _5a k a j _5a m a j _1,k O n _1 k O n _1 r uo _2 m a _2 k O _5a k a j _5a m a j _1
1870,HYT_Nu_6_S0005_48,t 7 _5a v 7 j _5a k 7_X w _6a d O_X kp _6b t ie p _5b d i _1,t 7 _5a v 7 j _5a k 7_X w _6a d O_X kp _6b t ie p _5b d i _1
1871,TPA_Nu_6_S0009_185,m o t _6b l u kp _5b S a_X w _1 n O _5a m a N _1 k wp a _3 b O_X Nm _5a l e n _1,m o t _6b l u kp _5b s a_X w _1 n O _5a m a N _1 k wp a _3 b O_X Nm _5a l e n _1
1872,CNBA_Nu_6_S0003_121,b a j _2 d O_X kp _6b n a_X j _2 t e n _1 l a _2 k a _5a m a_X N _1 l a k _6b m E _6a,b a j _2 d O_X kp _6b n a_X j _2 t e n _1 l a _2 k a _5a m a_X N _1 l a k _6b m E _6a
1873,LXT_Nam_6_S0008_45,b 7_X j _1 dZ 7 _2 t 7 _5a d O_X kp _6b l a j _6a ts_ O _1 b a n _6a N E _1 J E _5a,b 7_X j _1 dZ 7 _2 t 7 _5a d O_X kp _6b l a j _6a ts_ O _1 b a n _6a N E _1 J E _5a
1874,NMA_7_NU_S0002_14,h M7 w _1 k a w _1 k o _3 S o Nm _5a v 7 j _5a k a k _5b l wp a j _2 v 7_X t _6b x a k _5b J M _1 t_h e _5a n a w _2,h M7 w _1 k a w _1 k o _3 s o Nm _5a v 7 j _5a k a k _5b l wp a j _2 v 7_X t _6b x a k _5b J M _1 t_h e _5a n a w _2
1875,THA_7_NU_S0043_125,h o m _1 n a_X j _1 v e _2 m 7 _3 h o j _6a,h o m _1 n a_X j _1 v e _2 m 7 _3 h o j _6a
1876,PTL_7_NU_S0008_58,k u Nm _2 z M7 _6a v a w _2 ts_ u Nm _5a m i J _2 k u Nm _2 z M7 _6a v a w _2 J M N _4 d ie w _2 d a _4 k wp a n _1 S a t _5b v a _2 tS a w _1 d o j _3 v 7 j _5a b a n _6a 7 _3 t ie t _5b h O_X kp _6b tS M7 k _5b 7 _5a,k u Nm _2 z M7 _6a v a w _2 ts_ u Nm _5a m i J _2 k u Nm _2 z M7 _6a v a w _2 J M N _4 d ie w _2 d a _4 k wp a n _1 s a t _5b v a _2 tS a w _1 d o j _3 v 7 j _5a b a n _6a 7 _3 t ie t _5b h O_X kp _6b tS M7 k _5b 7 _5a
1877,TPA_Nu_6_S0009_192,h a_X j _4 m 7 _3 k M7 _3 r a _1,h a_X j _4 m 7 _3 k M7 _3 r a _1
1878,MK_7_NAM_S0005_5,v e _2 k wp e _1 d M7 k _6b t a_X m _5a dZ ie N _5a l a N _2,v e _2 k wp e _1 d M7 k _6b t a_X m _5a dZ ie N _5a l a N _2
1879,NDBA_7_NAM_S0010_87,ts_ ie w _2 m E w _2 ts_ 7 t _6b f a t _5b h ie n _6a k uo k _5b tS e n _1 s E _1 N M7 _6a,ts_ ie w _2 m E w _2 ts_ 7 t _6b f a t _5b h ie n _6a k uo k _5b tS e n _1 s E _1 N M7 _6a
1880,NDBA_7_NAM_S0010_143,t a _1 t a _1 n a_X j _1 t uo j _3 d a _4 k a w _1 S M k _5b x wp E _3 d a _4 ie w _5a,t a _1 t a _1 n a_X j _1 t uo j _3 d a _4 k a w _1 S M k _5b x wp E _3 d a _4 ie w _5a
1881,MK_7_NU_S0007_7,J a _2 t 7 _5a k O _5a b o n _5a N M7 j _2,J a _2 t 7 _5a k O _5a b o n _5a N M7 j _2
1882,TTD_7_NAM_S0001_133,k O n _1 tS 7_X w _1 d E n _1 l o Nm _1 m M7 t _6b,k O n _1 tS 7_X w _1 d E n _1 l o Nm _1 m M7 t _6b
1883,THA_Nu_6_S00042_146,l u kp _5b m E _6a v e _2 m E _6a S E _4 b a w _3 k a k _5b k O n _1 7 j _1 m 7 _3 k M7 _3 ts_ O _1 m E _6a,l u kp _5b m E _6a v e _2 m E _6a S E _4 b a w _3 k a k _5b k O n _1 7 j _1 m 7 _3 k M7 _3 ts_ O _1 m E _6a
1884,NMA_7_NU_S0002_68,n ie m _2 v u j _1 r u _3 n ie m _2 v u j _1 n u _6a ts_ o j _2,l ie m _2 v u j _1 r u _3 n ie m _2 v u j _1 l u _6a ts_ o j _2
